benchmark,problem_id,method,model,predicted_answer,ground_truth,correct,tokens_used,latency_s,steps_total,steps_verified,steps_disagreed,steps_recovered,error
gsm8k,gsm8k_0044,self_consistency,gpt-4o-mini,96,192,False,1235,9.499,0,0,0,0,
gsm8k,gsm8k_0045,self_consistency,gpt-4o-mini,276,276,True,1427,9.619,0,0,0,0,
gsm8k,gsm8k_0046,self_consistency,gpt-4o-mini,32,32,True,1618,11.15,0,0,0,0,
gsm8k,gsm8k_0047,self_consistency,gpt-4o-mini,25,25,True,1671,11.01,0,0,0,0,
gsm8k,gsm8k_0048,self_consistency,gpt-4o-mini,10,10,True,987,6.295,0,0,0,0,
gsm8k,gsm8k_0049,self_consistency,gpt-4o-mini,84,84,True,1259,8.967,0,0,0,0,
gsm8k,gsm8k_0020,cgcot,gpt-4o-mini,93,93,True,962,3.159,2,2,0,0,
gsm8k,gsm8k_0021,cgcot,gpt-4o-mini,8000,2000,False,4812,17.794,5,5,5,5,
gsm8k,gsm8k_0022,cgcot,gpt-4o-mini,1520,1520,True,1427,5.595,3,3,0,0,
gsm8k,gsm8k_0023,cgcot,gpt-4o-mini,11050,11050,True,1389,4.976,3,3,0,0,
gsm8k,gsm8k_0024,cgcot,gpt-4o-mini,90.0,90,True,1921,7.311,4,4,0,0,
gsm8k,gsm8k_0025,cgcot,gpt-4o-mini,40000.0,40000,True,1370,5.5,3,3,0,0,
gsm8k,gsm8k_0026,cgcot,gpt-4o-mini,21,21,True,1007,3.665,2,2,0,0,
gsm8k,gsm8k_0027,cgcot,gpt-4o-mini,18,18,True,6107,23.025,8,8,5,5,
gsm8k,gsm8k_0028,cgcot,gpt-4o-mini,14,14,True,2155,7.204,4,3,1,1,
gsm8k,gsm8k_0029,cgcot,gpt-4o-mini,23,23,True,1795,6.124,5,4,0,0,
gsm8k,gsm8k_0050,self_consistency,gpt-4o-mini,147,147,True,1255,8.175,0,0,0,0,
gsm8k,gsm8k_0051,self_consistency,gpt-4o-mini,25,25,True,1393,9.764,0,0,0,0,
gsm8k,gsm8k_0052,self_consistency,gpt-4o-mini,1800,1800,True,1112,7.811,0,0,0,0,
gsm8k,gsm8k_0053,self_consistency,gpt-4o-mini,20,20,True,1543,11.296,0,0,0,0,
gsm8k,gsm8k_0054,self_consistency,gpt-4o-mini,140,140,True,916,7.07,0,0,0,0,
gsm8k,gsm8k_0055,self_consistency,gpt-4o-mini,36.36,36,False,1564,11.071,0,0,0,0,
gsm8k,gsm8k_0056,self_consistency,gpt-4o-mini,1.00,1,True,1366,9.85,0,0,0,0,
gsm8k,gsm8k_0057,self_consistency,gpt-4o-mini,1,1,True,1286,8.18,0,0,0,0,
gsm8k,gsm8k_0058,self_consistency,gpt-4o-mini,50,50,True,1493,10.438,0,0,0,0,
gsm8k,gsm8k_0059,self_consistency,gpt-4o-mini,860,860,True,1409,9.606,0,0,0,0,
gsm8k,gsm8k_0030,cgcot,gpt-4o-mini,145,145,True,3303,10.935,5,5,2,2,
gsm8k,gsm8k_0031,cgcot,gpt-4o-mini,123,123,True,1941,6.793,4,3,1,1,
gsm8k,gsm8k_0032,cgcot,gpt-4o-mini,98,98,True,1865,6.229,3,3,1,1,
gsm8k,gsm8k_0033,cgcot,gpt-4o-mini,8.00,7,False,3401,13.185,5,5,2,2,
gsm8k,gsm8k_0034,cgcot,gpt-4o-mini,34,34,True,1749,6.724,5,4,0,0,
gsm8k,gsm8k_0035,cgcot,gpt-4o-mini,38.0,38,True,1703,6.106,4,4,0,0,
gsm8k,gsm8k_0036,cgcot,gpt-4o-mini,320,320,True,2162,8.289,6,5,0,0,
gsm8k,gsm8k_0037,cgcot,gpt-4o-mini,50,50,True,1402,4.531,3,3,0,0,
gsm8k,gsm8k_0038,cgcot,gpt-4o-mini,50,50,True,1711,7.283,4,4,0,0,
gsm8k,gsm8k_0039,cgcot,gpt-4o-mini,84,84,True,1797,7.857,5,4,0,0,
gsm8k,gsm8k_0060,self_consistency,gpt-4o-mini,60,60,True,1590,11.666,0,0,0,0,
gsm8k,gsm8k_0061,self_consistency,gpt-4o-mini,23,23,True,1796,13.335,0,0,0,0,
gsm8k,gsm8k_0062,self_consistency,gpt-4o-mini,350,350,True,1318,8.578,0,0,0,0,
gsm8k,gsm8k_0063,self_consistency,gpt-4o-mini,100,100,True,1511,13.931,0,0,0,0,
gsm8k,gsm8k_0064,self_consistency,gpt-4o-mini,133,133,True,829,5.71,0,0,0,0,
gsm8k,gsm8k_0065,self_consistency,gpt-4o-mini,112,112,True,1479,9.732,0,0,0,0,
gsm8k,gsm8k_0066,self_consistency,gpt-4o-mini,7,13,False,950,7.714,0,0,0,0,
gsm8k,gsm8k_0067,self_consistency,gpt-4o-mini,130,130,True,1102,8.397,0,0,0,0,
gsm8k,gsm8k_0068,self_consistency,gpt-4o-mini,2125,2125,True,1154,7.104,0,0,0,0,
gsm8k,gsm8k_0069,self_consistency,gpt-4o-mini,7,7,True,1192,6.902,0,0,0,0,
gsm8k,gsm8k_0040,cgcot,gpt-4o-mini,50,50,True,4256,18.208,9,6,3,3,
gsm8k,gsm8k_0041,cgcot,gpt-4o-mini,8000,8000,True,2710,9.088,3,3,3,3,
gsm8k,gsm8k_0042,cgcot,gpt-4o-mini,280,280,True,1017,3.674,2,2,0,0,
gsm8k,gsm8k_0043,cgcot,gpt-4o-mini,30,30,True,988,3.663,2,2,0,0,
gsm8k,gsm8k_0044,cgcot,gpt-4o-mini,176,192,False,2093,8.249,5,5,0,0,
gsm8k,gsm8k_0045,cgcot,gpt-4o-mini,276,276,True,2225,8.334,4,4,1,1,
gsm8k,gsm8k_0046,cgcot,gpt-4o-mini,32,32,True,2543,9.415,6,6,0,0,
gsm8k,gsm8k_0047,cgcot,gpt-4o-mini,25.0,25,True,2087,7.762,5,5,0,0,
gsm8k,gsm8k_0048,cgcot,gpt-4o-mini,10.0,10,True,1047,4.671,2,2,0,0,
gsm8k,gsm8k_0049,cgcot,gpt-4o-mini,144,84,False,1933,6.779,3,3,1,1,
gsm8k,gsm8k_0070,self_consistency,gpt-4o-mini,120,120,True,1188,8.241,0,0,0,0,
gsm8k,gsm8k_0071,self_consistency,gpt-4o-mini,8,8,True,1244,7.593,0,0,0,0,
gsm8k,gsm8k_0072,self_consistency,gpt-4o-mini,144,144,True,1661,11.017,0,0,0,0,
gsm8k,gsm8k_0073,self_consistency,gpt-4o-mini,6,6,True,1162,8.077,0,0,0,0,
gsm8k,gsm8k_0074,self_consistency,gpt-4o-mini,450,450,True,747,4.64,0,0,0,0,
gsm8k,gsm8k_0075,self_consistency,gpt-4o-mini,4400,4400,True,1807,12.058,0,0,0,0,
gsm8k,gsm8k_0076,self_consistency,gpt-4o-mini,450,450,True,1245,8.581,0,0,0,0,
gsm8k,gsm8k_0077,self_consistency,gpt-4o-mini,64,64,True,1912,15.03,0,0,0,0,
gsm8k,gsm8k_0078,self_consistency,gpt-4o-mini,27,27,True,1451,10.173,0,0,0,0,
gsm8k,gsm8k_0079,self_consistency,gpt-4o-mini,112,112,True,1072,7.11,0,0,0,0,
gsm8k,gsm8k_0050,cgcot,gpt-4o-mini,147,147,True,1714,6.041,4,4,0,0,
gsm8k,gsm8k_0051,cgcot,gpt-4o-mini,25,25,True,1596,5.871,3,3,0,0,
gsm8k,gsm8k_0052,cgcot,gpt-4o-mini,1800,1800,True,2269,7.308,3,3,2,2,
gsm8k,gsm8k_0053,cgcot,gpt-4o-mini,20,20,True,1543,5.329,3,3,0,0,
gsm8k,gsm8k_0054,cgcot,gpt-4o-mini,140,140,True,1006,3.477,2,2,0,0,
gsm8k,gsm8k_0055,cgcot,gpt-4o-mini,36.0,36,True,2407,7.86,3,3,2,2,
gsm8k,gsm8k_0056,cgcot,gpt-4o-mini,1.0,1,True,2391,9.069,6,6,0,0,
gsm8k,gsm8k_0057,cgcot,gpt-4o-mini,5,1,False,2318,8.622,4,4,1,1,
gsm8k,gsm8k_0058,cgcot,gpt-4o-mini,50,50,True,2543,10.045,4,4,1,1,
gsm8k,gsm8k_0059,cgcot,gpt-4o-mini,860,860,True,1487,5.427,3,3,0,0,
gsm8k,gsm8k_0080,self_consistency,gpt-4o-mini,32,32,True,1214,8.523,0,0,0,0,
gsm8k,gsm8k_0081,self_consistency,gpt-4o-mini,6,6,True,1516,10.128,0,0,0,0,
gsm8k,gsm8k_0082,self_consistency,gpt-4o-mini,4,4,True,1047,6.757,0,0,0,0,
gsm8k,gsm8k_0083,self_consistency,gpt-4o-mini,79,79,True,1426,10.039,0,0,0,0,
gsm8k,gsm8k_0084,self_consistency,gpt-4o-mini,35,35,True,1140,6.591,0,0,0,0,
gsm8k,gsm8k_0085,self_consistency,gpt-4o-mini,100,100,True,941,5.914,0,0,0,0,
gsm8k,gsm8k_0086,self_consistency,gpt-4o-mini,40,40,True,1132,7.388,0,0,0,0,
gsm8k,gsm8k_0087,self_consistency,gpt-4o-mini,30,30,True,1132,6.336,0,0,0,0,
gsm8k,gsm8k_0088,self_consistency,gpt-4o-mini,170,170,True,1464,9.414,0,0,0,0,
gsm8k,gsm8k_0089,self_consistency,gpt-4o-mini,29,29,True,932,6.497,0,0,0,0,
gsm8k,gsm8k_0060,cgcot,gpt-4o-mini,60.0,60,True,2161,6.84,3,3,1,1,
gsm8k,gsm8k_0061,cgcot,gpt-4o-mini,23,23,True,3846,13.56,6,6,2,2,
gsm8k,gsm8k_0062,cgcot,gpt-4o-mini,350.0,350,True,1736,5.983,4,4,0,0,
gsm8k,gsm8k_0063,cgcot,gpt-4o-mini,100,100,True,3541,11.905,6,6,2,2,
gsm8k,gsm8k_0064,cgcot,gpt-4o-mini,133.0,133,True,931,3.128,2,2,0,0,
gsm8k,gsm8k_0065,cgcot,gpt-4o-mini,112,112,True,2157,7.857,5,5,0,0,
gsm8k,gsm8k_0066,cgcot,gpt-4o-mini,7,13,False,1063,4.005,3,2,0,0,
gsm8k,gsm8k_0067,cgcot,gpt-4o-mini,130,130,True,2018,6.478,5,5,0,0,
gsm8k,gsm8k_0068,cgcot,gpt-4o-mini,2125,2125,True,1351,5.019,3,3,0,0,
gsm8k,gsm8k_0069,cgcot,gpt-4o-mini,7,7,True,1458,5.004,5,3,0,0,
gsm8k,gsm8k_0070,cgcot,gpt-4o-mini,120,120,True,1967,9.193,4,3,1,1,
gsm8k,gsm8k_0071,cgcot,gpt-4o-mini,8,8,True,1579,5.949,6,3,0,0,
gsm8k,gsm8k_0072,cgcot,gpt-4o-mini,144,144,True,4499,16.826,7,7,3,3,
gsm8k,gsm8k_0073,cgcot,gpt-4o-mini,6,6,True,1020,3.651,2,2,0,0,
gsm8k,gsm8k_0074,cgcot,gpt-4o-mini,450,450,True,1022,3.823,3,2,0,0,
gsm8k,gsm8k_0075,cgcot,gpt-4o-mini,5400,4400,False,3749,13.079,8,8,1,1,
gsm8k,gsm8k_0076,cgcot,gpt-4o-mini,450.00,450,True,2442,9.244,4,4,1,1,
gsm8k,gsm8k_0077,cgcot,gpt-4o-mini,128,64,False,2229,7.36,3,3,1,1,
gsm8k,gsm8k_0078,cgcot,gpt-4o-mini,18,27,False,2505,8.918,4,4,1,1,
gsm8k,gsm8k_0079,cgcot,gpt-4o-mini,112,112,True,1359,5.09,3,3,0,0,
gsm8k,gsm8k_0090,self_consistency,gpt-4o-mini,5,5,True,925,6.042,0,0,0,0,
gsm8k,gsm8k_0091,self_consistency,gpt-4o-mini,12,12,True,1386,9.388,0,0,0,0,
gsm8k,gsm8k_0092,self_consistency,gpt-4o-mini,310,310,True,1303,8.277,0,0,0,0,
gsm8k,gsm8k_0093,self_consistency,gpt-4o-mini,230,230,True,1300,8.38,0,0,0,0,
gsm8k,gsm8k_0094,self_consistency,gpt-4o-mini,650,650,True,1287,8.71,0,0,0,0,
gsm8k,gsm8k_0095,self_consistency,gpt-4o-mini,75,75,True,1360,9.427,0,0,0,0,
gsm8k,gsm8k_0096,self_consistency,gpt-4o-mini,7.00,7,True,1322,9.065,0,0,0,0,
gsm8k,gsm8k_0097,self_consistency,gpt-4o-mini,1600,1600,True,2242,15.313,0,0,0,0,
gsm8k,gsm8k_0098,self_consistency,gpt-4o-mini,90,90,True,1200,7.497,0,0,0,0,
gsm8k,gsm8k_0099,self_consistency,gpt-4o-mini,18,18,True,1191,8.455,0,0,0,0,
gsm8k,gsm8k_0080,cgcot,gpt-4o-mini,32,32,True,1121,3.837,2,2,0,0,
gsm8k,gsm8k_0081,cgcot,gpt-4o-mini,30,6,False,2650,9.172,3,3,2,2,
gsm8k,gsm8k_0082,cgcot,gpt-4o-mini,4,4,True,1070,3.536,2,2,0,0,
gsm8k,gsm8k_0083,cgcot,gpt-4o-mini,79.0,79,True,1367,5.303,3,3,0,0,
gsm8k,gsm8k_0084,cgcot,gpt-4o-mini,35,35,True,1392,5.056,4,3,0,0,
gsm8k,gsm8k_0085,cgcot,gpt-4o-mini,100,100,True,1745,6.318,3,3,1,1,
gsm8k,gsm8k_0086,cgcot,gpt-4o-mini,40,40,True,2257,8.09,4,4,1,1,
gsm8k,gsm8k_0087,cgcot,gpt-4o-mini,30,30,True,1434,5.359,4,3,0,0,
gsm8k,gsm8k_0088,cgcot,gpt-4o-mini,170,170,True,4183,15.001,6,6,4,4,
gsm8k,gsm8k_0089,cgcot,gpt-4o-mini,29,29,True,1862,7.133,3,3,1,1,
gsm8k,gsm8k_0100,self_consistency,gpt-4o-mini,2400,2400,True,1655,13.778,0,0,0,0,
gsm8k,gsm8k_0101,self_consistency,gpt-4o-mini,7000,7000,True,1354,8.419,0,0,0,0,
gsm8k,gsm8k_0102,self_consistency,gpt-4o-mini,320,320,True,1556,9.821,0,0,0,0,
gsm8k,gsm8k_0103,self_consistency,gpt-4o-mini,15,15,True,809,5.939,0,0,0,0,
gsm8k,gsm8k_0104,self_consistency,gpt-4o-mini,28,28,True,1063,8.465,0,0,0,0,
gsm8k,gsm8k_0105,self_consistency,gpt-4o-mini,68,68,True,1422,9.931,0,0,0,0,
gsm8k,gsm8k_0106,self_consistency,gpt-4o-mini,130000,130000,True,970,6.5,0,0,0,0,
gsm8k,gsm8k_0107,self_consistency,gpt-4o-mini,5,5,True,1295,10.164,0,0,0,0,
gsm8k,gsm8k_0108,self_consistency,gpt-4o-mini,5,5,True,3155,23.62,0,0,0,0,
gsm8k,gsm8k_0109,self_consistency,gpt-4o-mini,3,3,True,1071,8.083,0,0,0,0,
gsm8k,gsm8k_0090,cgcot,gpt-4o-mini,5,5,True,1057,4.328,2,2,0,0,
gsm8k,gsm8k_0091,cgcot,gpt-4o-mini,12,12,True,2916,12.719,6,5,1,1,
gsm8k,gsm8k_0092,cgcot,gpt-4o-mini,310,310,True,2582,10.783,8,6,0,0,
gsm8k,gsm8k_0093,cgcot,gpt-4o-mini,230.0,230,True,1404,5.337,3,3,0,0,
gsm8k,gsm8k_0094,cgcot,gpt-4o-mini,650,650,True,1382,4.719,3,3,0,0,
gsm8k,gsm8k_0095,cgcot,gpt-4o-mini,75,75,True,1762,6.808,5,4,0,0,
gsm8k,gsm8k_0096,cgcot,gpt-4o-mini,7.0,7,True,2055,7.793,5,5,0,0,
gsm8k,gsm8k_0097,cgcot,gpt-4o-mini,1600,1600,True,2535,10.026,5,3,1,1,
gsm8k,gsm8k_0098,cgcot,gpt-4o-mini,90,90,True,3987,15.36,5,5,3,3,
gsm8k,gsm8k_0099,cgcot,gpt-4o-mini,18,18,True,1083,3.764,2,2,0,0,
gsm8k,gsm8k_0110,self_consistency,gpt-4o-mini,180,180,True,1324,9.376,0,0,0,0,
gsm8k,gsm8k_0111,self_consistency,gpt-4o-mini,120000,120000,True,1461,10.591,0,0,0,0,
gsm8k,gsm8k_0112,self_consistency,gpt-4o-mini,1218,1218,True,1240,8.667,0,0,0,0,
gsm8k,gsm8k_0113,self_consistency,gpt-4o-mini,31,31,True,1412,10.325,0,0,0,0,
gsm8k,gsm8k_0114,self_consistency,gpt-4o-mini,10,10,True,1181,7.633,0,0,0,0,
gsm8k,gsm8k_0115,self_consistency,gpt-4o-mini,30,30,True,1010,7.27,0,0,0,0,
gsm8k,gsm8k_0116,self_consistency,gpt-4o-mini,100,100,True,1085,8.682,0,0,0,0,
gsm8k,gsm8k_0117,self_consistency,gpt-4o-mini,17,17,True,1157,9.071,0,0,0,0,
gsm8k,gsm8k_0118,self_consistency,gpt-4o-mini,32,32,True,911,6.412,0,0,0,0,
gsm8k,gsm8k_0119,self_consistency,gpt-4o-mini,40,40,True,1080,7.784,0,0,0,0,
gsm8k,gsm8k_0120,self_consistency,gpt-4o-mini,2,2,True,1513,10.751,0,0,0,0,
gsm8k,gsm8k_0121,self_consistency,gpt-4o-mini,90000,90000,True,965,8.048,0,0,0,0,
gsm8k,gsm8k_0122,self_consistency,gpt-4o-mini,50,50,True,1949,14.865,0,0,0,0,
gsm8k,gsm8k_0123,self_consistency,gpt-4o-mini,8,8,True,832,7.155,0,0,0,0,
gsm8k,gsm8k_0124,self_consistency,gpt-4o-mini,14,21,False,1101,8.433,0,0,0,0,
gsm8k,gsm8k_0125,self_consistency,gpt-4o-mini,2,2,True,1339,13.089,0,0,0,0,
gsm8k,gsm8k_0126,self_consistency,gpt-4o-mini,180,180,True,1167,9.644,0,0,0,0,
gsm8k,gsm8k_0127,self_consistency,gpt-4o-mini,104,104,True,1735,12.185,0,0,0,0,
gsm8k,gsm8k_0128,self_consistency,gpt-4o-mini,25,25,True,1438,11.225,0,0,0,0,
gsm8k,gsm8k_0129,self_consistency,gpt-4o-mini,75,75,True,1886,15.4,0,0,0,0,
gsm8k,gsm8k_0130,self_consistency,gpt-4o-mini,60,60,True,1197,9.713,0,0,0,0,
gsm8k,gsm8k_0131,self_consistency,gpt-4o-mini,260,260,True,1134,8.448,0,0,0,0,
gsm8k,gsm8k_0132,self_consistency,gpt-4o-mini,60,35,False,1170,8.652,0,0,0,0,
gsm8k,gsm8k_0133,self_consistency,gpt-4o-mini,30,30,True,1125,10.009,0,0,0,0,
gsm8k,gsm8k_0134,self_consistency,gpt-4o-mini,18,18,True,843,5.525,0,0,0,0,
gsm8k,gsm8k_0135,self_consistency,gpt-4o-mini,160,160,True,1320,9.902,0,0,0,0,
gsm8k,gsm8k_0136,self_consistency,gpt-4o-mini,15,15,True,938,6.932,0,0,0,0,
gsm8k,gsm8k_0137,self_consistency,gpt-4o-mini,7,7,True,813,4.919,0,0,0,0,
gsm8k,gsm8k_0138,self_consistency,gpt-4o-mini,495625,1450000,False,2835,23.046,0,0,0,0,
gsm8k,gsm8k_0139,self_consistency,gpt-4o-mini,30,30,True,952,7.061,0,0,0,0,
gsm8k,gsm8k_0140,self_consistency,gpt-4o-mini,490,490,True,1039,8.057,0,0,0,0,
gsm8k,gsm8k_0141,self_consistency,gpt-4o-mini,31,31,True,1422,10.73,0,0,0,0,
gsm8k,gsm8k_0142,self_consistency,gpt-4o-mini,24,24,True,907,6.403,0,0,0,0,
gsm8k,gsm8k_0143,self_consistency,gpt-4o-mini,131250,131250,True,1909,13.721,0,0,0,0,
gsm8k,gsm8k_0144,self_consistency,gpt-4o-mini,3,3,True,863,6.145,0,0,0,0,
gsm8k,gsm8k_0145,self_consistency,gpt-4o-mini,90,90,True,1421,11.298,0,0,0,0,
gsm8k,gsm8k_0146,self_consistency,gpt-4o-mini,193,193,True,898,5.947,0,0,0,0,
gsm8k,gsm8k_0147,self_consistency,gpt-4o-mini,1,1,True,1491,11.417,0,0,0,0,
gsm8k,gsm8k_0148,self_consistency,gpt-4o-mini,18,18,True,2210,15.552,0,0,0,0,
gsm8k,gsm8k_0149,self_consistency,gpt-4o-mini,21,21,True,1439,10.161,0,0,0,0,
gsm8k,gsm8k_0150,self_consistency,gpt-4o-mini,8,8,True,1133,7.8,0,0,0,0,
gsm8k,gsm8k_0151,self_consistency,gpt-4o-mini,17500,17500,True,1381,9.617,0,0,0,0,
gsm8k,gsm8k_0152,self_consistency,gpt-4o-mini,4,4,True,956,6.402,0,0,0,0,
gsm8k,gsm8k_0153,self_consistency,gpt-4o-mini,4,4,True,1428,9.988,0,0,0,0,
gsm8k,gsm8k_0154,self_consistency,gpt-4o-mini,25,25,True,1723,12.476,0,0,0,0,
gsm8k,gsm8k_0155,self_consistency,gpt-4o-mini,15,15,True,1730,12.725,0,0,0,0,
gsm8k,gsm8k_0156,self_consistency,gpt-4o-mini,12,12,True,995,7.166,0,0,0,0,
gsm8k,gsm8k_0157,self_consistency,gpt-4o-mini,400,400,True,1422,11.108,0,0,0,0,
gsm8k,gsm8k_0158,self_consistency,gpt-4o-mini,72,72,True,1296,8.017,0,0,0,0,
gsm8k,gsm8k_0159,self_consistency,gpt-4o-mini,5600,5600,True,1461,15.341,0,0,0,0,
math,math_0000,cot,gpt-4o-mini,3,\frac83,False,825,7.564,0,0,0,0,
math,math_0001,cot,gpt-4o-mini,8,8,True,294,1.966,0,0,0,0,
math,math_0002,cot,gpt-4o-mini,-256,-256,True,995,7.693,0,0,0,0,
math,math_0003,cot,gpt-4o-mini,3,1+2\sqrt{3},False,1508,11.338,0,0,0,0,
math,math_0004,cot,gpt-4o-mini,2,\frac{1}{2},False,294,2.006,0,0,0,0,
math,math_0005,cot,gpt-4o-mini,64,\frac{49}{64},False,460,8.014,0,0,0,0,
math,math_0006,cot,gpt-4o-mini,8,8,True,868,6.585,0,0,0,0,
math,math_0007,cot,gpt-4o-mini,2,"(2,-1,2)",False,727,5.616,0,0,0,0,
math,math_0008,cot,gpt-4o-mini,0,0,True,680,5.483,0,0,0,0,
math,math_0009,cot,gpt-4o-mini,6,"\left( 8 \sqrt{2}, \frac{\pi}{4}, \frac{\pi}{6} \right)",False,801,6.724,0,0,0,0,
gsm8k,gsm8k_0160,self_consistency,gpt-4o-mini,270,270,True,919,7.037,0,0,0,0,
gsm8k,gsm8k_0161,self_consistency,gpt-4o-mini,79,79,True,928,8.922,0,0,0,0,
gsm8k,gsm8k_0162,self_consistency,gpt-4o-mini,90,90,True,1097,8.141,0,0,0,0,
gsm8k,gsm8k_0163,self_consistency,gpt-4o-mini,60,60,True,1026,6.851,0,0,0,0,
gsm8k,gsm8k_0164,self_consistency,gpt-4o-mini,72000,72000,True,1229,9.928,0,0,0,0,
gsm8k,gsm8k_0165,self_consistency,gpt-4o-mini,20,20,True,1265,9.037,0,0,0,0,
gsm8k,gsm8k_0166,self_consistency,gpt-4o-mini,28,28,True,1708,14.411,0,0,0,0,
gsm8k,gsm8k_0167,self_consistency,gpt-4o-mini,6,6,True,1188,9.289,0,0,0,0,
gsm8k,gsm8k_0168,self_consistency,gpt-4o-mini,1110,1110,True,1220,7.772,0,0,0,0,
gsm8k,gsm8k_0169,self_consistency,gpt-4o-mini,12.00,12,True,1539,12.226,0,0,0,0,
math,math_0010,cot,gpt-4o-mini,60,35,False,1610,13.298,0,0,0,0,
math,math_0011,cot,gpt-4o-mini,3,3,True,1246,9.257,0,0,0,0,
math,math_0012,cot,gpt-4o-mini,12,12,True,1057,8.22,0,0,0,0,
math,math_0013,cot,gpt-4o-mini,6,6,True,377,3.147,0,0,0,0,
math,math_0014,cot,gpt-4o-mini,18,16,False,1793,14.583,0,0,0,0,
math,math_0015,cot,gpt-4o-mini,216,216,True,434,3.237,0,0,0,0,
math,math_0016,cot,gpt-4o-mini,36,\frac{1}{36},False,395,2.976,0,0,0,0,
math,math_0017,cot,gpt-4o-mini,4.5,\frac{9}{2},False,1006,7.51,0,0,0,0,
math,math_0018,cot,gpt-4o-mini,12,12,True,291,2.62,0,0,0,0,
math,math_0019,cot,gpt-4o-mini,3,\begin{pmatrix} -1/3 \\ 2/3 \\ 5/3 \end{pmatrix},False,1332,9.962,0,0,0,0,
math,math_0020,cot,gpt-4o-mini,2,\frac{1}{2},False,668,5.651,0,0,0,0,
math,math_0021,cot,gpt-4o-mini,4,"(3,2,4)",False,860,6.932,0,0,0,0,
math,math_0022,cot,gpt-4o-mini,,\text{Tuesday},False,344,2.674,0,0,0,0,
math,math_0023,cot,gpt-4o-mini,8,8,True,565,4.901,0,0,0,0,
math,math_0024,cot,gpt-4o-mini,121,\frac{36}{121},False,578,773.4,0,0,0,0,
math,math_0025,cot,gpt-4o-mini,2,\frac{1}{9},False,817,7.292,0,0,0,0,
math,math_0026,cot,gpt-4o-mini,18,18,True,1466,10.862,0,0,0,0,
math,math_0027,cot,gpt-4o-mini,\frac{7}{2},\frac{7}{2},True,428,3.708,0,0,0,0,
math,math_0028,cot,gpt-4o-mini,3003,3003,True,771,6.327,0,0,0,0,
math,math_0029,cot,gpt-4o-mini,3,3,True,714,5.493,0,0,0,0,
gsm8k,gsm8k_0170,self_consistency,gpt-4o-mini,14,14,True,1347,9.506,0,0,0,0,
gsm8k,gsm8k_0171,self_consistency,gpt-4o-mini,1,1,True,1119,7.926,0,0,0,0,
gsm8k,gsm8k_0172,self_consistency,gpt-4o-mini,6,2,False,877,775.85,0,0,0,0,
gsm8k,gsm8k_0173,self_consistency,gpt-4o-mini,12,12,True,1353,10.046,0,0,0,0,
gsm8k,gsm8k_0174,self_consistency,gpt-4o-mini,32,32,True,1140,7.623,0,0,0,0,
gsm8k,gsm8k_0175,self_consistency,gpt-4o-mini,2.00,2,True,1135,8.557,0,0,0,0,
gsm8k,gsm8k_0176,self_consistency,gpt-4o-mini,84,84,True,1393,9.631,0,0,0,0,
gsm8k,gsm8k_0177,self_consistency,gpt-4o-mini,940,940,True,913,7.501,0,0,0,0,
gsm8k,gsm8k_0178,self_consistency,gpt-4o-mini,32.0,32,True,1937,16.344,0,0,0,0,
gsm8k,gsm8k_0179,self_consistency,gpt-4o-mini,48,48,True,1469,11.865,0,0,0,0,
math,math_0030,cot,gpt-4o-mini,x^2 - 10x + 41,x^2-10x+41,False,573,5.018,0,0,0,0,
math,math_0031,cot,gpt-4o-mini,0,"\{-1\} \cup [0,7)",False,946,7.27,0,0,0,0,
math,math_0032,cot,gpt-4o-mini,12,\frac{7}{12},False,483,6.594,0,0,0,0,
math,math_0033,cot,gpt-4o-mini,4,4,True,999,7.791,0,0,0,0,
math,math_0034,cot,gpt-4o-mini,1 + \sqrt{7},1+\sqrt5,False,1463,11.522,0,0,0,0,
math,math_0035,cot,gpt-4o-mini,-42,-42,True,611,5.288,0,0,0,0,
math,math_0036,cot,gpt-4o-mini,4,4,True,588,4.105,0,0,0,0,
math,math_0037,cot,gpt-4o-mini,5555,5636,False,1003,7.609,0,0,0,0,
math,math_0038,cot,gpt-4o-mini,-2,-2,True,1149,7.057,0,0,0,0,
math,math_0039,cot,gpt-4o-mini,250.,250,True,942,8.666,0,0,0,0,
math,math_0030,cot,gpt-4o-mini,41,x^2-10x+41,False,592,5.244,0,0,0,0,
math,math_0031,cot,gpt-4o-mini,0,"\{-1\} \cup [0,7)",False,871,7.612,0,0,0,0,
math,math_0032,cot,gpt-4o-mini,12,\frac{7}{12},False,509,3.528,0,0,0,0,
math,math_0033,cot,gpt-4o-mini,4,4,True,970,7.633,0,0,0,0,
math,math_0034,cot,gpt-4o-mini,1,1+\sqrt5,False,1345,9.313,0,0,0,0,
math,math_0035,cot,gpt-4o-mini,-42,-42,True,650,4.663,0,0,0,0,
math,math_0036,cot,gpt-4o-mini,4,4,True,559,3.48,0,0,0,0,
math,math_0037,cot,gpt-4o-mini,4736,5636,False,866,6.289,0,0,0,0,
math,math_0038,cot,gpt-4o-mini,-2,-2,True,1171,7.773,0,0,0,0,
math,math_0039,cot,gpt-4o-mini,250,250,True,918,7.495,0,0,0,0,
math,math_0040,cot,gpt-4o-mini,6,6,True,649,4.303,0,0,0,0,
math,math_0041,cot,gpt-4o-mini,-1,-1,True,418,3.308,0,0,0,0,
math,math_0042,cot,gpt-4o-mini,-4,"-4,-2,-1,1,2,4",False,503,3.678,0,0,0,0,
